feature,AAVS1_Con_1,AAVS1_Con_2,AAVS1_Con_3,ACOT7_1,ACOT7_2,ACOT7_3,CEPT1_1,CEPT1_2,CEPT1_3,DECR2_1,DECR2_2,DECR2_3,ELOVL5_1,ELOVL5_2,ELOVL5_3,HSD17B12_1,HSD17B12_2,HSD17B12_3,MPDU1_1,MPDU1_2,MPDU1_3,ORMDL2_1,ORMDL2_2,ORMDL2_3,ORMDL2_4,ORMDL2_5,ORMDL2_6,SGMS1_1,SGMS1_2,SGMS1_3
PG 17:1;0_18:1;0,0.01436026,0.01162822,0.011572355,,,,0.005166288,0.005902294,0.005797036,0.015051267,0.015801131,0.01670115,0.010782047,0.010273783,0.009022614,0.011334466,0.009932175,0.011016154,,0.013113085,,0.014396356,0.01591952,0.018383334,0.007957343,0.010924016,0.007500894,0.016860015,0.013511262,0.011936019
PG 16:1;0_19:2;0,,,,,,,,,,,,,,,,0.005178917,,,,,,,,,,,,,,
PG 17:1;0_18:2;0,,,,,,,,,,,,,,,,0.002326869,,,,,,,,,,,,,,
PG 16:0;0_20:0;0,0.004564734,0.004193805,,,,,,,,,,,,,,,,,,0.009011079,,,,,,0.006835078,,0.005880886,0.005280773,
PG 17:0;0_19:0;0,0.00040451,0.000385446,,,,,,0.001858914,,,0.00208905,,,,0.002088598,,,,0.001783837,0.000547624,,,,,,,,,0.000344412,
PG 18:0;0_18:0;0,0.001487978,0.001285015,,,,0.004416895,,0.003412188,,,0.007704631,,,,0.003349314,,,,0.011136082,0.003679396,,,,0.006922939,,0.00141289,,0.001184029,0.001275048,
PG 16:0;0_20:1;0,0.010179015,0.010229052,0.013464488,0.004656206,0.005215107,0.003981292,0.007217663,0.010570539,0.013296793,0.006821294,0.005575652,0.008075282,0.008305004,0.010196099,0.008940874,0.007508305,0.00872718,0.007822886,0.016473115,0.013213732,0.014271261,0.014871374,0.02109877,0.022568346,0.008457762,0.008915781,0.014061895,0.015084053,0.010814885,0.01174603
PG 16:1;0_20:0;0,0.01137271,,,,,,0.008017519,,,,,,,,,,,,,0.01543776,0.017348757,0.012683953,,,0.011284551,0.014542517,,,,0.014660195
PG 17:1;0_19:0;0,,,,,,,0.000384332,0.000312375,,,,,,,0.000718221,,,,,,,,,,,,,,,
PG 18:0;0_18:1;0,0.088541047,0.088991602,0.098833853,0.036988137,0.039647352,0.033744501,0.019412048,0.027103196,0.032135103,0.08522178,0.090420005,0.103082735,0.054596149,0.05621929,0.053385903,0.034814385,0.040090003,0.039963415,0.163707533,0.14671689,0.142347609,0.090022653,0.094763168,0.113028577,0.064314953,0.072157667,0.096091461,0.109556612,0.106304224,0.088193161
PG 16:0;0_20:2;0,0.004138662,0.004797891,0.005212694,0.002439438,0.002806852,0.001802798,0.003897972,0.003200609,0.003528856,0.003763532,0.00447941,0.004119978,0.003222638,0.003664473,0.003642767,0.006514987,0.006992139,0.007083796,0.006227719,0.005890175,0.005861893,0.004341902,0.004776595,0.005874037,0.003659595,0.004302806,0.005849404,0.004981231,0.004698201,0.004011902
PG 16:1;0_20:1;0,0.005770871,0.006600258,0.012630064,0.002504151,0.002723161,0.001959249,0.007573189,0.008684026,0.007202748,0.008654014,0.006072192,0.010327834,0.006730971,0.007503299,0.007450642,0.024343405,0.016973586,0.009006101,0.008253784,0.007672631,0.008590494,0.008942154,0.014798724,0.01558695,0.006416339,0.007241009,0.00770247,0.009777202,0.007054292,0.009740819
PG 16:2;0_20:0;0,,,,0.001308518,0.001004067,,,,,,,0.002140182,,,,,0.000605669,0.000534774,,,,,,,,,,,,
PG 18:0;0_18:2;0,0.006199438,0.012386805,0.006507488,,,0.002497192,0.00699807,0.005338426,0.007270466,0.007492469,0.007510684,,0.003974816,,,0.008731741,0.007225118,0.004616806,0.011280776,0.008122435,0.013739976,0.005922513,0.00938081,0.007586838,0.007097737,0.006436551,0.011853439,0.007341767,0.007702335,0.006127899
PG 18:1;0_18:1;0,0.300568502,0.257390283,0.22708844,0.026174199,0.026739545,0.018710326,0.1068063,0.116045617,0.108661612,0.239626772,0.256634736,0.282761206,0.130472566,0.145629845,0.136934326,0.142381463,0.159609436,0.171940703,0.242166138,0.242657747,0.254006002,0.365456446,0.37214301,0.446113115,0.133740524,0.16054748,0.180454885,0.240357018,0.254804011,0.199980658
PG 16:0;0_20:3;0,0.004039381,0.00338179,0.005794595,0.004555411,0.003935921,0.002069177,0.002843422,0.002714873,0.002612627,0.005607994,0.003309152,0.005873015,0.002483734,0.003528501,0.003045634,0.007574441,0.007751575,0.003855547,0.005411295,0.005783562,0.006986195,0.003723317,0.005723238,0.005372534,0.002595115,0.002357827,0.003675487,0.005034026,0.004045202,0.00508858
PG 16:1;0_20:2;0,0.003727494,0.003120559,0.004978535,0.002125332,0.00145065,0.001703793,0.002959656,0.003534901,0.00307206,0.005444105,0.004302646,0.006758934,0.003987834,0.004669481,0.004329399,0.010173577,0.010828226,0.006351798,0.005181504,0.004926675,0.004803539,0.003995901,0.005556944,0.005720583,0.00283635,0.002611409,0.003342634,0.005390203,0.004542462,0.005276711
PG 18:1;0_18:2;0,0.02742552,0.02457824,0.019218341,0.007444084,0.005665067,0.007464746,0.014934249,0.015470049,0.01378882,0.024577514,0.025263462,0.027279251,0.011964206,0.01651644,0.014555199,0.014489504,0.019155311,0.023375804,0.02492075,0.02637042,0.026502915,0.030707889,0.027822685,0.029722422,0.016037123,0.017502382,0.019854942,0.02190896,0.027313369,0.016833269
PG 16:0;0_20:4;0,0.001930914,0.002243836,0.002828279,0.002447591,0.002676684,,0.003047728,0.002311327,0.0026231,0.003339859,0.002389565,0.004368414,0.002283424,0.002443016,0.002344522,0.004139394,0.003290164,0.002510622,0.00468967,0.004327328,0.004254916,0.002806372,0.005791122,0.005835222,0.002809913,0.002634714,0.003850756,0.004476022,0.002939653,0.004012315
PG 16:1;0_20:3;0,0.005097104,0.006164735,0.004073465,0.004115422,0.00319275,,0.005258222,0.004144727,0.00533629,0.004742406,0.00583324,0.006897564,0.00581045,0.006655005,0.006360843,0.006146614,0.005674066,0.006937556,0.009494202,0.009189312,0.007955096,0.005736438,0.00713407,0.007642141,0.005875098,0.006687487,0.007736378,0.007770873,0.007448973,0.005617899
PG 18:1;0_18:3;0,0.002325446,0.002453185,0.001071303,,0.000581664,,,0.001597494,,0.001558718,0.002357546,,0.00193191,0.002242796,0.002416358,0.000988404,,0.00292456,0.004266417,0.004586549,0.003255951,0.003467332,0.002486321,0.002969968,,0.002772882,0.002725651,0.002609604,0.003409531,0.001699359
PG 18:2;0_18:2;0,0.000617371,0.000661259,0.000217512,0.000193356,0.000156194,,0.000634333,0.000449401,0.00059108,0.000351908,0.000636728,0.00058708,0.000269746,0.000453145,0.000340564,0.000234228,0.000346041,0.001180916,0.000743085,0.000839644,0.00053827,0.000662092,0.000423173,0.000422023,0.000442846,0.000785205,0.000754433,0.000490957,0.000718898,0.000245539
PG 14:1;0_22:4;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 16:0;0_20:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 16:1;0_20:4;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 18:2;0_18:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 14:1;0_22:5;0,0.002444621,0.001798123,,,,,,,,,,,,,,,0.00032705,,0.001636671,0.000725526,0.001067281,,,,,,,0.000972174,0.001838806,
PG 16:1;0_20:5;0,0.005942743,0.003254093,,,,,,,,,,0.007232941,,,,,0.00715983,,0.006909744,0.002512077,0.006951343,,,,,,,0.005805563,0.006293339,
PG 16:2;0_20:4;0,,,,,,,,,,,,,,,,,,,,0.00341647,,,,,,,,,,
PG 17:1;0_20:1;0,,0.000405667,,,,,,,,0.000535067,,0.000503735,,,,,,,,0.000216766,,,0.000514888,,,,,,0.000312034,
PG 18:1;0_19:1;0,,0.00532848,,,,,,,,0.008289068,,0.00856365,,,,,,,,0.004441963,,,0.006943618,,,,,,0.005095505,
PG 18:0;0_20:1;0,,,,,,,,,,,,,,,,,,,,0.000572219,0.000883192,,,,,,,,,
PG 18:1;0_20:0;0,,,,,,,,,,,,,,,,,,,,0.00411767,0.00523397,,,,,,,,,
PG 16:1;0_22:1;0,,,,,,,0.002974655,,,,,,,,,,,,,,,,,,,,,,,
PG 18:0;0_20:2;0,0.001350942,0.001332548,0.001055439,,,,,0.000897276,0.0010456,0.001626053,0.001250252,0.001763389,,,,,,,0.001665473,0.001471458,0.001337074,0.001146401,,0.001260367,0.000893454,0.00089944,,0.001316268,0.000864543,0.000898319
PG 18:1;0_20:1;0,0.013233956,0.010679417,0.014887487,,,,0.003762931,0.0060447,0.006139405,0.014428016,0.012955082,0.016791987,,,,,,,0.010627637,0.009025362,0.008819335,0.014427392,0.01603052,0.017046648,0.005599082,0.005553105,,0.009878584,0.008589291,0.010096711
PG 19:1;0_19:1;0,,,6.72076E-05,,,,8.63277E-05,,,,0.000177776,,,,,,,,,,9.86921E-05,0.000205795,,0.000120751,,,,,0.000141417,
PG 16:1;0_22:2;0,0.000921484,0.001197409,,,,,,,,0.002201922,0.001453698,0.001540605,,,,,,,0.001769925,,,,,,,,,,0.001255597,0.001638445
PG 18:0;0_20:3;0,0.001198234,0.001296447,,,,,,,,0.001512903,0.001398166,0.001149128,,,,,,,0.001249871,0.001761037,0.001705917,,,0.001501298,,,,,0.001003983,0.000843869
PG 18:1;0_20:2;0,0.003896737,0.004321148,,,,,,,,0.00612326,0.004846167,0.005081638,,,,,,,0.004132654,0.005641581,0.005312132,,,0.006829079,,,,,0.003696948,0.003919497
PG 18:2;0_20:1;0,0.000508747,0.000503255,,,,,,,,0.000597731,0.000636588,0.000346525,,,,,,,0.000444796,0.000512318,0.000405262,,,0.000503237,,,,,0.000232158,0.000296621
PG 16:0;0_22:4;0,,,,,,0.002130092,,,,,,0.003612433,,,,,,,0.003720949,,,,,,0.002663093,,,,,
PG 16:1;0_22:3;0,,0.001471353,0.002702411,0.000622044,0.000607446,0.000583521,0.001496411,0.001650319,0.00168732,0.001363619,0.001623112,0.001462274,,,,,,0.002322789,0.002551055,0.002773529,0.002576659,,0.002594839,0.003254765,0.001602452,0.002644085,0.003297017,0.002784726,0.002236072,
PG 18:0;0_20:4;0,0.002044703,0.002266449,,0.000813067,,0.001010533,0.001477741,,,,,0.000769333,,0.001026856,0.001221871,,,0.001077195,0.001835638,0.002275497,0.001711079,,,,,,,0.001217989,0.001812483,0.000812451
PG 18:1;0_20:3;0,0.017227958,0.013585239,0.011991832,0.005456077,0.006248465,0.004199664,0.006461136,0.007139181,0.006090631,0.01020482,0.009914173,0.009423855,0.008814633,0.005872337,0.008233273,0.009545893,0.008459701,0.008022953,0.011349629,0.013902343,0.011549091,0.016652611,0.010966143,0.015169178,0.006318264,0.012195789,0.012263842,0.009580818,0.011189179,0.009427582
PG 18:2;0_20:2;0,0.000574759,,,0.000328141,,,,,,0.000261747,,,,,,,0.000366684,0.000578812,0.000357696,0.000544377,0.000350436,,0.000211529,0.000394216,,,,,0.000320077,
PG 16:0;0_22:5;0,0.008443248,0.006678449,,0.005455018,,0.005202669,,0.003550527,,0.005617966,0.008095343,0.006070835,0.003285113,0.003642233,,,0.003165546,0.006148884,0.007969125,0.008122519,0.007882975,0.004352174,,,0.003128997,0.005628926,,0.005919643,0.008174345,0.004188556
PG 16:1;0_22:4;0,0.001248303,0.001126561,0.001179111,0.001062753,0.000971425,0.001280464,0.001447088,0.000685263,,0.001047418,0.001486873,0.001150664,0.001039091,0.000805523,0.0018847,,0.002063025,0.001887073,0.001983046,0.002069889,0.001761245,0.000754567,0.001646121,0.001894066,0.000857553,0.000867332,,0.001440376,0.001530496,0.001246826
PG 18:1;0_20:4;0,0.006816029,0.006232022,0.00763707,0.008205756,0.010425108,0.005913941,0.005193467,0.002374164,,0.00923084,0.00940436,0.010124905,0.00384578,0.002793388,0.006223377,0.008900532,0.006182959,0.004597746,0.008054208,0.008459746,0.008031174,0.003424344,0.009487274,0.01030471,0.003530221,0.003158736,,0.00853131,0.007411643,0.007951059
PG 18:2;0_20:3;0,0.000491385,0.000348184,0.000218635,0.000417332,0.000493854,0.00051638,0.00020335,0.000152951,,0.000285651,0.000423823,0.000308363,0.000182743,0.000166461,0.000274495,0.000332884,0.000239886,0.000471581,0.00047045,0.000500161,0.000372102,0.000153112,0.000242652,0.000225859,0.000160596,0.000279487,,0.000318254,0.00047944,0.00022096
PG 16:0;0_22:6;0,,,,,,,,,,,,,,,,,0.024485019,,,0.059569226,0.053331579,,,,,,,0.05418112,,0.043006925
PG 16:1;0_22:5;0,0.040578162,0.035342859,0.044170959,0.013898325,0.01101067,0.013824161,0.031290511,0.028299008,0.022804024,0.054349755,0.046426748,0.042243182,0.032226295,0.030850592,0.030809994,0.043390735,0.026682204,0.047088286,0.056273101,0.014330975,0.015410075,0.035805464,0.037409492,0.041414262,0.033878628,0.034354836,0.046029613,0.015992397,0.066551698,0.016877665
PG 16:2;0_22:4;0,,,,,,,,,,,,,,,,,0.000182922,,,,,,,,,,,,,
PG 18:1;0_20:5;0,0.01407299,0.012957462,,0.01016069,0.008924351,0.007814311,,,0.007816282,,0.015515342,0.022963089,,,,,,,0.016785819,,,,,,,0.009549222,,,,
PG 18:2;0_20:4;0,0.00440713,0.004003469,0.008141022,0.006577367,0.006817791,0.003553538,0.002702242,0.002641227,0.002794802,0.015237353,0.006434452,0.011990205,0.001863778,0.001268219,0.002066598,,0.0023334,0.002183094,0.004491244,0.001107519,0.001603899,0.000989522,0.00383513,0.004847019,0.003214488,0.002849342,0.003831282,0.001837901,0.006611842,0.002278144
PG 18:3;0_20:3;0,,,0.000392221,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 16:2;0_22:5;0,,,,,,0.0133673,,,,,,,,,,0.071427772,0.087287965,,,,,,,,,,,,,
PG 18:2;0_20:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 18:3;0_20:4;0,,,,0.015634402,0.010863665,,,,,,,,,,,,,,,,,,,,,,,,,
PG 18:0;0_22:5;0,,,,,,,,,,,,,,,,,,,,0.002434307,,,,,,,,,,
PG 18:1;0_22:4;0,,,,,,,,,,,,,,,,,,,,0.002556827,,,,,,,,,,
PG 20:1;0_20:4;0,,,,,,,,,,,,,,,,,,,,0.000215572,,,,,,,,,,
PG 16:1;0_24:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 18:1;0_22:5;0,0.037071094,0.030587806,0.031038187,0.034403572,0.030131433,0.028635016,0.015714192,0.018220173,0.017117715,0.06218063,0.062093697,0.067772444,0.015875348,0.016192238,0.018371285,0.031704953,0.026094326,0.021220513,0.04288659,0.043771891,0.037631264,0.023134848,0.024464983,0.02869838,0.023682668,0.031116604,0.031129785,0.043342913,0.041501815,0.03411267
PG 18:2;0_22:4;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 20:1;0_20:5;0,,,0.000714806,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 20:2;0_20:4;0,0.00028051,,0.000497528,0.001191995,0.001040689,0.000576138,,,,0.000849846,,0.001097279,,,,0.000495831,,,,,,,0.000118141,0.000156192,,,,,,0.000561181
PG 20:3;0_20:3;0,,0.000116722,0.000119698,0.000710667,0.000848504,0.000250297,,,,0.000213393,,0.000218786,,,,0.000154803,9.79028E-05,0.00011152,0.000254024,,0.000262893,,5.93576E-05,9.40957E-05,0.000153903,0.000123936,,0.000188489,,0.00015511
PG 18:2;0_22:5;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 20:3;0_20:4;0,,,0.252796039,0.145639941,0.129815824,,,,,,,,,,,0.165711487,,,,,,,,,,,,,,
PG 18:2;0_22:6;0,,,,,,,,,,,,,,,,0.013053395,,,,,,,,,,,,,,
PG 20:4;0_20:4;0,0.011543914,0.01165176,0.013332648,0.02558708,0.01604288,0.021423212,,,,0.015053588,0.015279218,0.021515793,,,,0.000276415,0.015143184,,,,,,,0.008430135,,,,0.014576905,,0.011960465
PG 20:1;0_22:6;0,,0.006541626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 20:2;0_22:5;0,,,0.031855029,0.018981031,0.009179459,,,,,0.030722882,,,,,,0.033038626,0.033719398,,0.009417838,,,,,,,,,0.023370691,,0.034243828
PG 20:3;0_22:5;0,,,,0.006018274,0.005910492,0.005505295,,,,,,,,,,,,,,,,,0.009440642,,,,,,,0.016864462
PG 20:4;0_22:4;0,,,,0.004054077,0.0039612,0.001716074,,,,,,,,,,,,,,,,,,,,,,,,
PG 20:3;0_22:6;0,,,,,0.014411498,,,,,,,,,,,,,,,0.007082819,,,,,,0.007456504,,,,
PG 20:4;0_22:5;0,,,0.00961846,0.026491115,0.003200468,0.018384785,,,,,,,,,,0.007343801,,,,,,,,,,,,0.006399771,,0.009259575
PG 20:4;0_22:6;0,,,,0.034440924,0.028158131,,,,,,,,,,,,,,,,,,,,,,,,,
PG 20:5;0_22:5;0,,,,0.001006596,0.001038873,0.024567589,,,,,,,,,,,,,,,,,,,,,,,,
PG 20:5;0_22:6;0,,,,0.020494052,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 22:2;0_22:6;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177464297
PG 22:4;0_22:5;0,,,,0.007500653,0.004240802,,,,,,,,,,,,,,,,,,,,,,,,,
PG 22:4;0_22:6;0,,,,,0.007675018,,,,,,,,,,,,,,,,,,,,,,,,,
PG 22:5;0_22:5;0,,,,0.016777236,0.00507836,0.013608676,,,,,,,,,,0.005557145,,,,,,,,,,,,,,
PG 22:5;0_22:6;0,,0.009988984,,0.087916501,0.074178614,0.082006622,,,,0.029929602,0.027275804,0.02972038,,,,,0.0093755,,0.011791428,0.011177599,,,,,,,0.010805101,0.01728437,0.013615343,0.013837349
PG 22:6;0_22:6;0,0.059356147,0.057735653,0.07128786,0.25218731,0.221132003,0.235734349,0.033872346,0.032192784,0.042339083,0.091990494,0.103726072,0.118634645,0.031687946,0.03225584,0.031603182,0.045999751,0.063366653,0.047610901,0.05229986,0.051716556,0.047067637,0.022735999,0.024236104,0.024029076,0.05380178,0.063209565,0.069237578,0.074446935,0.066577314,0.0597609
PI 12:0;0_18:0;0,0.002408425,,,,,,,,,,,,,,0.002453964,,,,,,,,,,,,,,,
PI 14:0;0_16:0;0,0.008233247,,0.01310071,,,,,,,,0.00554044,,0.010600268,0.0106243,0.008268379,,,,,0.010900304,,,,,,,,,,
PI 15:0;0_15:0;0,,,0.000413885,,,,,,,,0.000176862,,0.00017746,0.000181953,,,,,,,,,,,,,,,,
PI 12:0;0_18:1;0,,,,,,,,,,,,,0.003254736,,,,,,,,,,,,,,,,,
PI 14:0;0_16:1;0,0.003598642,,,,,,0.006859811,0.009953761,,,0.001617311,,0.006194906,0.006261538,0.007447323,,,,,0.004998277,,,,,0.006087719,,0.018030564,,,
PI 14:1;0_16:0;0,0.010465344,0.017863124,0.018514008,,,,0.012124907,0.013040406,,,0.002936379,,0.016291288,0.015932268,0.019185771,,,,,0.008016009,,,,,0.012951145,,,,,
PI 14:1;0_16:1;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 14:0;0_17:0;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 14:0;0_17:1;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 14:1;0_17:0;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 15:0;0_16:1;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 15:1;0_16:0;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 14:0;0_18:0;0,0.018899081,0.019031387,0.020100534,,0.013569678,,0.022149053,0.021419656,0.03407355,,0.012775529,0.022518961,0.018119068,0.015892885,0.015598674,,,,0.020764904,0.021883887,,0.009193571,,,0.012532139,,0.014930292,,0.013276531,
PI 14:0;0_18:1;0,0.029888702,0.033156544,0.031474297,,,0.011048107,0.050816681,0.049087178,0.045449057,0.017848494,0.015940128,0.015764097,0.028088624,0.028298505,0.028102255,0.047380549,0.046121827,0.022443698,0.028131414,0.033022479,0.035708152,0.020860086,0.034937497,0.029046236,0.024982734,0.023258714,0.024113612,0.054665955,0.022937209,0.040123063
PI 14:1;0_18:0;0,0.035925447,0.034065272,0.032110625,,0.005429097,,0.044291108,0.042125324,0.031910326,0.009059367,0.011076802,0.012869718,0.067206722,0.072571775,0.068095764,0.037566724,0.044825256,0.04309914,0.039668756,0.038707454,,0.02015489,,0.0167956,0.044301727,0.034624567,0.041977233,,0.03280331,
PI 16:0;0_16:1;0,0.184756077,0.195550236,0.183266163,,0.048392748,0.055816943,0.249227235,0.247401051,0.249921953,0.07739271,0.066384762,0.083954587,0.29677197,0.325959197,0.307372169,0.669728188,0.678930878,0.583553321,0.297086406,0.299598144,0.352133249,0.154087196,0.230208279,0.178611172,0.217697639,0.186317868,0.210577523,0.321672977,0.293422312,0.292952173
PI 14:0;0_18:2;0,,,,,,,,,,,,,0.000723635,0.000613442,0.000533279,,,,,,,,,,,,,,,
PI 14:1;0_18:1;0,0.011362605,,,,,,,0.013312203,,,,,0.009207638,0.011571833,0.010016347,,,,,,,,,,,,,,,
PI 16:0;0_16:2;0,,,,,,,,,,,,,0.003232215,,0.003215446,,,,,,,,,,,,,,,
PI 16:1;0_16:1;0,0.005241405,,,,,,,0.011027122,,,,,0.012917209,0.016383726,0.014362025,,,,,,,,,,,,,0.123732504,,
PI 15:0;0_18:0;0,0.005219331,,,,,,,,,,0.003220202,,,0.00318354,0.002741474,,,,,,,,,,,,,,,
PI 16:0;0_17:0;0,0.004820358,,,,0.015300553,0.027142127,,,,,0.003054941,,0.006682606,0.003925882,0.004554705,,,,,,,,,,,,,,,
PI 14:0;0_19:1;0,,0.000298774,,,,,,,,,,,,,0.000230568,,,,,,,,,,,,,,,
PI 15:0;0_18:1;0,0.012396124,0.012586202,0.015179553,,0.008793193,,0.00940771,,,,0.005627649,,0.008402426,0.00926336,0.008627775,,,,0.010165588,,,,,,0.011379195,,0.010194174,,,
PI 15:1;0_18:0;0,,,,,,,,,,,0.002706277,,0.005857017,0.005676518,0.004510086,,,,0.003434517,,,,,,,,,,,
PI 16:0;0_17:1;0,0.007815162,0.006880172,0.008100174,,0.005889496,,0.008511509,0.015914405,,,0.002835839,,0.012031066,0.011840591,0.011553597,,,,0.007494088,0.019947654,,,,,0.006927708,0.009866469,0.007562251,,,
PI 16:1;0_17:0;0,0.003510033,0.003555081,0.003534195,,0.00217816,,0.00366112,0.009537378,,,0.001215348,,0.005278247,0.006180478,0.006042246,,,,0.003187448,0.006972715,,,,,0.004400486,0.005316663,0.003509887,,,
PI 15:1;0_18:1;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 16:1;0_17:1;0,,,,,,,,,,,,,0.007047938,0.00697786,0.007538771,,,,,,,,,,,,,,,
PI 16:0;0_18:0;0,0.038613913,0.049842786,0.044026955,,0.063251734,0.060657367,,,,0.048208109,0.046382171,0.049539204,0.064400001,0.066939586,0.068215334,,,,0.03421748,0.03817063,,,,,0.020297028,,0.018579139,,,
PI 17:0;0_17:0;0,0.000304198,0.000441256,0.00115325,,0.007207637,0.023401572,,,,0.033929302,0.004836627,0.024449995,0.003785933,0.003081039,0.002825106,,,,0.000226827,0.00026803,,,,,0.000833126,,0.000469968,,,
PI 14:0;0_20:1;0,,,,,,,,,,0.001741614,,,,,,,,,,,,,,,0.00144898,,,,,
PI 16:0;0_18:1;0,1.36071017,1.284771251,1.304835186,0.196456352,0.261171702,0.246988699,0.91880523,1.039991019,0.850006646,0.500607776,0.473926786,0.460053154,0.531379011,0.558988839,0.535573726,0.540187102,0.488839434,0.656467517,1.333625766,1.439688296,0.840329641,0.915618952,0.815515259,0.754891423,0.837097866,0.785294131,0.910338426,0.751861901,1.074746121,0.693557495
PI 16:1;0_18:0;0,0.38097623,0.348643581,0.342519247,0.123982422,0.120424834,0.155377567,0.595338533,0.638283461,0.563223865,0.16117742,0.140720809,0.196394766,0.56753596,0.607606373,0.591793716,0.633522816,0.57115417,0.681873414,0.805770103,0.819432821,0.550987072,0.382526723,0.409663561,0.369241099,0.386951243,0.352142704,0.411159168,0.392556194,0.484975102,0.379665935
PI 17:0;0_17:1;0,,,,,0.00425602,,,,,,0.00238735,,0.003409641,,,,,,,,,,,,,,,,,
PI 14:1;0_20:1;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 16:0;0_18:2;0,0.026720973,0.029800759,0.02774765,,0.032317077,0.035159357,0.036722198,0.039041969,0.042483878,0.027788021,0.021358998,0.02902886,0.027883735,0.027688142,0.026983902,0.067061736,0.055133124,0.045565301,0.024791928,0.026357934,0.05401748,0.036086005,0.066386184,0.072937682,0.037087822,0.033904412,0.040433645,,0.039638368,0.058311802
PI 16:1;0_18:1;0,0.210797504,0.217660766,0.224300309,,0.090130578,0.077965791,0.428810383,0.460644395,0.390374401,0.09095407,0.09324732,0.090185362,0.324127278,0.359038245,0.342652831,0.457499033,0.328975123,0.502020007,0.214844349,0.226929246,0.195135244,0.346702347,0.308838723,0.363671522,0.308148072,0.249695591,0.284465795,,0.278711346,0.230390794
PI 16:2;0_18:0;0,0.004057175,,,,,,,,,,0.004755833,,0.008066462,0.007581755,0.006977816,,,,0.005585374,,,,,,,,,,,
PI 17:1;0_17:1;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 14:0;0_20:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 16:0;0_18:3;0,,,,,,,,,,,0.002704126,,0.004841678,0.004325348,0.004803242,,,,,,,,,,,,,,,
PI 16:1;0_18:2;0,,,,,0.009079664,,,0.013962807,,,0.002569744,,0.008424803,0.007189906,0.008156216,,,,,,,,,,,,,,,
PI 16:2;0_18:1;0,,,,,,,,,,,,,,0.002812393,,,,,,,,,,,,,,,,
PI 14:0;0_20:4;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 16:1;0_18:3;0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI 16:0;0_19:1;0,0.009838216,0.011118244,0.012323993,,0.012862765,0.01922805,0.012261373,0.011680043,0.019755294,0.017202925,0.011066866,0.01834114,0.010285465,0.008964398,0.008584883,,,0.011946815,0.017958007,,,0.01164512,,,0.009701165,0.009494736,0.014067135,,,
PI 16:1;0_19:0;0,0.001460443,0.002426903,0.001330909,,0.001037209,,0.002285551,0.002960085,,,0.001176573,,0.003323709,0.003113807,0.003456268,,,0.008339116,0.001402714,0.004270217,,,,,0.002878873,0.001971481,,,,
PI 17:0;0_18:1;0,0.02146467,0.023908266,0.022796361,,0.019343155,0.009851011,0.014388165,0.017265355,0.014544661,0.015386148,0.015826137,0.010873622,0.012545154,0.014288078,0.012866434,,,0.0082124,0.020712898,0.028968222,,0.013973564,,,0.023956832,0.01692755,0.01880057,,,
PI 17:1;0_18:0;0,0.015142014,0.01318654,0.014716374,,0.017850133,0.020568861,0.021870377,0.018465709,0.029366187,0.016032552,0.012150718,0.017878203,0.023179874,0.023177704,0.022347465,,,0.011575229,0.024971931,0.033373116,,0.013765254,,,0.01686758,0.015353982,0.018446982,,,
PI 16:0;0_19:2;0,0.004552664,0.00463563,0.005207515,,,,,,,0.007918172,0.005873034,,0.006617137,0.006142361,0.005255654,,,,,,,,,,0.004414068,0.005785279,,,0.007791935,
PI 16:1;0_19:1;0,0.002989777,,0.003823378,,,,0.006372164,0.006642179,,0.001081774,0.001844691,0.002004599,0.003249247,0.003919594,0.003123831,,,,0.004417163,0.003153098,,0.005298145,,,0.004745393,0.003078739,,,0.001731228,
